"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr5",24394408,24395107,700,"*","SRR11392448_bam_peak_6412",46,".",3.24281,8.78247,4.62899,"Promoter (<=1kb)",5,24394408,24400665,6258,1,"74610","ENSMUST00000136414.1",0,"ENSMUSG00000028973","Abcb8","ATP-binding cassette, sub-family B member 8"
"chr5",24444625,24445145,521,"*","SRR11392448_bam_peak_6413",18,".",2.36863,5.12386,1.86699,"Promoter (<=1kb)",5,24438441,24445186,6746,2,"66587","ENSMUST00000149537.7",41,"ENSMUSG00000028959","Fastk","Fas-activated serine/threonine kinase"
"chr5",24447563,24448095,533,"*","SRR11392448_bam_peak_6414",23,".",2.63695,5.81626,2.36642,"Promoter (<=1kb)",5,24445458,24447854,2397,2,"64295","ENSMUST00000030799.14",0,"ENSMUSG00000028958","Tmub1","transmembrane and ubiquitin-like domain containing 1"
"chr5",24452156,24453070,915,"*","SRR11392448_bam_peak_6415",19,".",2.60855,5.1862,1.91297,"Promoter (<=1kb)",5,24452177,24502047,49871,1,"213990","ENSMUST00000024123.8",0,"ENSMUSG00000023353","Agap3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"chr5",24474756,24475184,429,"*","SRR11392448_bam_peak_6416",21,".",3.64151,5.48968,2.13163,"Promoter (<=1kb)",5,24474214,24483184,8971,1,"213990","ENSMUST00000199856.1",542,"ENSMUSG00000023353","Agap3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"chr5",24576910,24577337,428,"*","SRR11392448_bam_peak_6417",17,".",2.40474,4.94025,1.73487,"Promoter (<=1kb)",5,24565345,24577467,12123,2,"27407","ENSMUST00000030795.9",130,"ENSMUSG00000028953","Abcf2","ATP-binding cassette, sub-family F member 2"
"chr5",24586422,24586956,535,"*","SRR11392448_bam_peak_6418",20,".",2.38781,5.39987,2.06683,"Promoter (<=1kb)",5,24586741,24594395,7655,1,"100910","ENSMUST00000088295.8",0,"ENSMUSG00000038181","Chpf2","chondroitin polymerizing factor 2"
"chr5",24604461,24605259,799,"*","SRR11392448_bam_peak_6419",25,".",2.90946,6.09381,2.56672,"Promoter (2-3kb)",5,24592622,24602012,9391,2,"66993","ENSMUST00000030791.11",-2449,"ENSMUSG00000028949","Smarcd3","SWI/SNF related BAF chromatin remodeling complex subunit D3"
"chr5",24624238,24624663,426,"*","SRR11392448_bam_peak_6420",19,".",2.39493,5.29323,1.98959,"Promoter (<=1kb)",5,24592622,24624411,31790,2,"66993","ENSMUST00000195943.1",0,"ENSMUSG00000028949","Smarcd3","SWI/SNF related BAF chromatin remodeling complex subunit D3"
"chr5",24686093,24686531,439,"*","SRR11392448_bam_peak_6421",18,".",2.37194,5.15981,1.89171,"Promoter (<=1kb)",5,24685987,24710376,24390,1,"53312","ENSMUST00000200337.1",106,"ENSMUSG00000028954","Nub1","negative regulator of ubiquitin-like proteins 1"
"chr5",24841620,24842430,811,"*","SRR11392448_bam_peak_6422",22,".",2.58029,5.63254,2.23392,"Promoter (<=1kb)",5,24810136,24842428,32293,2,"19744","ENSMUST00000154523.1",0,"ENSMUSG00000028945","Rheb","Ras homolog enriched in brain"
"chr5",24843125,24843335,211,"*","SRR11392448_bam_peak_6423",25,".",3.30691,6.0303,2.52097,"Promoter (<=1kb)",5,24802823,24842624,39802,2,"19744","ENSMUST00000030787.8",-501,"ENSMUSG00000028945","Rheb","Ras homolog enriched in brain"
"chr5",24907339,24908231,893,"*","SRR11392448_bam_peak_6424",12,".",2.24731,4.22724,1.22329,"Promoter (<=1kb)",5,24906231,24908450,2220,2,"108099","ENSMUST00000148531.1",219,"ENSMUSG00000028944","Prkag2","protein kinase, AMP-activated, gamma 2 non-catalytic subunit"
"chr5",24908938,24909137,200,"*","SRR11392448_bam_peak_6425",29,".",3.67391,6.57276,2.91257,"Promoter (<=1kb)",5,24889161,24908977,19817,2,"108099","ENSMUST00000123749.1",0,"ENSMUSG00000028944","Prkag2","protein kinase, AMP-activated, gamma 2 non-catalytic subunit"
"chr5",24986002,24986316,315,"*","SRR11392448_bam_peak_6426",14,".",3.32846,4.53465,1.44339,"Exon (ENSMUST00000075081.6/ENSMUST00000075081.6, exon 1 of 2)",5,24862748,24995753,133006,2,"108099","ENSMUST00000076306.11",9437,"ENSMUSG00000028944","Prkag2","protein kinase, AMP-activated, gamma 2 non-catalytic subunit"
"chr5",25100709,25100933,225,"*","SRR11392448_bam_peak_6427",22,".",2.57925,5.59705,2.20857,"Promoter (<=1kb)",5,25100983,25103007,2025,1,"67261","ENSMUST00000171190.1",-50,"ENSMUSG00000043833","2900005J15Rik","RIKEN cDNA 2900005J15 gene"
"chr5",25222924,25223373,450,"*","SRR11392448_bam_peak_6428",15,".",2.4513,4.66271,1.53493,"Promoter (<=1kb)",5,25222882,25265918,43037,1,"231050","ENSMUST00000045737.13",42,"ENSMUSG00000038072","Galnt11","polypeptide N-acetylgalactosaminyltransferase 11"
"chr5",25497690,25498710,1021,"*","SRR11392448_bam_peak_6429",20,".",2.45257,5.39636,2.06383,"Promoter (<=1kb)",5,25315737,25498702,182966,2,"231051","ENSMUST00000173073.7",0,"ENSMUSG00000038056","Kmt2c","lysine (K)-specific methyltransferase 2C"
"chr5",25499147,25499537,391,"*","SRR11392448_bam_peak_6430",18,".",2.51896,5.03923,1.80729,"Promoter (<=1kb)",5,25382632,25498783,116152,2,"231051","ENSMUST00000172626.1",-364,"ENSMUSG00000038056","Kmt2c","lysine (K)-specific methyltransferase 2C"
"chr5",25529419,25530303,885,"*","SRR11392448_bam_peak_6431",20,".",2.48956,5.41942,2.08046,"Promoter (<=1kb)",5,25530013,25531466,1454,1,"73571","ENSMUST00000188465.1",0,"ENSMUSG00000101856","1700096K18Rik","RIKEN cDNA 1700096K18 gene"
"chr5",25705242,25705752,511,"*","SRR11392448_bam_peak_6432",47,".",2.96497,9.02194,4.70204,"Promoter (<=1kb)",5,25696680,25705764,9085,2,"57434","ENSMUST00000131308.1",12,"ENSMUSG00000028933","Xrcc2","X-ray repair complementing defective repair in Chinese hamster cells 2"
"chr5",27049642,27049958,317,"*","SRR11392448_bam_peak_6433",23,".",2.66081,5.77624,2.33696,"Promoter (<=1kb)",5,27049199,27727501,678303,1,"13483","ENSMUST00000122171.7",443,"ENSMUSG00000061576","Dpp6","dipeptidylpeptidase 6"
"chr5",27790752,27791952,1201,"*","SRR11392448_bam_peak_6434",29,".",2.63498,6.61051,2.94433,"Promoter (<=1kb)",5,27740080,27791550,51471,2,"55982","ENSMUST00000002291.11",0,"ENSMUSG00000002221","Paxip1","PAX interacting (with transcription-activation domain) protein 1"
"chr5",27841878,27842085,208,"*","SRR11392448_bam_peak_6435",17,".",2.3804,5.0266,1.79755,"Promoter (<=1kb)",5,27842149,27855088,12940,1,"15563","ENSMUST00000036227.6",-64,"ENSMUSG00000039106","Htr5a","5-hydroxytryptamine (serotonin) receptor 5A"
"chr5",27843665,27843864,200,"*","SRR11392448_bam_peak_6436",17,".",2.97362,4.89772,1.70647,"Promoter (1-2kb)",5,27842149,27855088,12940,1,"15563","ENSMUST00000036227.6",1516,"ENSMUSG00000039106","Htr5a","5-hydroxytryptamine (serotonin) receptor 5A"
"chr5",28071538,28071795,258,"*","SRR11392448_bam_peak_6437",16,".",2.525,4.83481,1.65833,"Promoter (<=1kb)",5,28071363,28078662,7300,1,"231070","ENSMUST00000059155.10",175,"ENSMUSG00000045294","Insig1","insulin induced gene 1"
"chr5",28316623,28317500,878,"*","SRR11392448_bam_peak_6438",28,".",2.50807,6.47046,2.84388,"Promoter (<=1kb)",5,28317121,28352695,35575,1,"381626","ENSMUST00000090355.10",0,"ENSMUSG00000048271","Rbm33","RNA binding motif protein 33"
"chr5",29195411,29196496,1086,"*","SRR11392448_bam_peak_6439",28,".",2.79032,6.45406,2.83015,"Promoter (<=1kb)",5,29195992,29203135,7144,1,"56874","ENSMUST00000160888.7",0,"ENSMUSG00000029130","Rnf32","ring finger protein 32"
"chr5",29377940,29378665,726,"*","SRR11392448_bam_peak_6440",13,".",2.07554,4.4324,1.3708,"Promoter (<=1kb)",5,29229802,29378384,148583,2,"56873","ENSMUST00000055195.10",0,"ENSMUSG00000010721","Lmbr1","limb region 1"
"chr5",29434780,29435143,364,"*","SRR11392448_bam_peak_6441",20,".",2.32182,5.36645,2.04163,"Promoter (<=1kb)",5,29434664,29457843,23180,1,"433864","ENSMUST00000001611.10",116,"ENSMUSG00000001569","Nom1","nucleolar protein with MIF4G domain 1"
"chr5",29735690,29736724,1035,"*","SRR11392448_bam_peak_6442",26,".",2.47638,6.21501,2.65517,"Promoter (<=1kb)",5,29735940,29767103,31164,1,"23950","ENSMUST00000114839.7",0,"ENSMUSG00000029131","Dnajb6","DnaJ heat shock protein family (Hsp40) member B6"
"chr5",30154436,30154918,483,"*","SRR11392448_bam_peak_6443",20,".",2.23065,5.34665,2.02935,"Promoter (<=1kb)",5,30133235,30154962,21728,2,"97212","ENSMUST00000130358.1",44,"ENSMUSG00000025745","Hadha","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"
"chr5",30155445,30155855,411,"*","SRR11392448_bam_peak_6444",26,".",2.55026,6.2219,2.659,"Promoter (<=1kb)",5,30155303,30176891,21589,1,"231086","ENSMUST00000197109.1",142,"ENSMUSG00000059447","Hadhb","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta"
"chr5",30233017,30233247,231,"*","SRR11392448_bam_peak_6445",19,".",2.31845,5.19896,1.92109,"Promoter (<=1kb)",5,30232674,30268973,36300,1,"28042","ENSMUST00000132404.7",343,"ENSMUSG00000075703","Selenoi","selenoprotein I"
"chr5",30814487,30815494,1008,"*","SRR11392448_bam_peak_6446",23,".",2.52559,5.78874,2.34722,"Promoter (<=1kb)",5,30814641,30866106,51466,1,"100732","ENSMUST00000031058.14",0,"ENSMUSG00000029166","Mapre3","microtubule-associated protein, RP/EB family, member 3"
"chr5",30869697,30870175,479,"*","SRR11392448_bam_peak_6447",18,".",2.42417,5.1216,1.86532,"Promoter (<=1kb)",5,30869635,30877468,7834,1,"68796","ENSMUST00000202050.3",62,"ENSMUSG00000038828","Tmem214","transmembrane protein 214"
"chr5",30887488,30887845,358,"*","SRR11392448_bam_peak_6448",17,".",2.16865,4.904,1.70825,"Promoter (<=1kb)",5,30888694,30891207,2514,1,"231093","ENSMUST00000200695.3",-849,"ENSMUSG00000029165","Agbl5","ATP/GTP binding protein-like 5"
"chr5",30888258,30889631,1374,"*","SRR11392448_bam_peak_6449",24,".",2.63164,5.908,2.4334,"Promoter (<=1kb)",5,30888694,30891207,2514,1,"231093","ENSMUST00000200695.3",0,"ENSMUSG00000029165","Agbl5","ATP/GTP binding protein-like 5"
"chr5",30907341,30908061,721,"*","SRR11392448_bam_peak_6450",23,".",2.41857,5.85302,2.39292,"Promoter (<=1kb)",5,30905885,30907788,1904,2,"67695","ENSMUST00000132253.4",0,"ENSMUSG00000038803","Ost4","oligosaccharyltransferase complex subunit 4 (non-catalytic)"
"chr5",30921596,30922035,440,"*","SRR11392448_bam_peak_6451",15,".",2.22767,4.65002,1.5256,"Promoter (<=1kb)",5,30921833,30931189,9357,1,"16548","ENSMUST00000031053.14",0,"ENSMUSG00000029162","Khk","ketohexokinase"
"chr5",30949892,30950316,425,"*","SRR11392448_bam_peak_6452",19,".",2.36142,5.2457,1.95417,"Promoter (<=1kb)",5,30950066,30955091,5026,1,"57742","ENSMUST00000201125.3",0,"ENSMUSG00000006638","Abhd1","abhydrolase domain containing 1"
"chr5",30960061,30960642,582,"*","SRR11392448_bam_peak_6453",17,".",2.47956,4.95226,1.7444,"Promoter (<=1kb)",5,30950853,30960361,9509,2,"50907","ENSMUST00000074840.11",0,"ENSMUSG00000045302","Preb","prolactin regulatory element binding"
"chr5",31048381,31048872,492,"*","SRR11392448_bam_peak_6454",23,".",2.46879,5.74043,2.31264,"Promoter (<=1kb)",5,31036036,31048562,12527,2,"330064","ENSMUST00000114668.6",0,"ENSMUSG00000006641","Slc5a6","solute carrier family 5 (sodium-dependent vitamin transporter), member 6"
"chr5",31153844,31154494,651,"*","SRR11392448_bam_peak_6455",17,".",2.38537,4.98114,1.76547,"Promoter (<=1kb)",5,31140654,31154251,13598,2,"17527","ENSMUST00000154241.7",0,"ENSMUSG00000107283","Mpv17","MpV17 mitochondrial inner membrane protein"
"chr5",31179379,31179869,491,"*","SRR11392448_bam_peak_6456",24,".",2.49686,5.9998,2.49901,"Promoter (<=1kb)",5,31173804,31179849,6046,2,"71752","ENSMUST00000201428.1",0,"ENSMUSG00000106864","Gtf3c2","general transcription factor IIIC, polypeptide 2, beta"
"chr5",31192629,31193688,1060,"*","SRR11392448_bam_peak_6457",25,".",2.50652,6.00673,2.50311,"Promoter (<=1kb)",5,31187558,31193430,5873,2,"13667","ENSMUST00000077693.9",0,"ENSMUSG00000029145","Eif2b4","eukaryotic translation initiation factor 2B, subunit 4 delta"
"chr5",31201588,31201957,370,"*","SRR11392448_bam_peak_6458",21,".",2.61101,5.50767,2.14463,"Promoter (<=1kb)",5,31198983,31202042,3060,2,"101023","ENSMUST00000031562.10",85,"ENSMUSG00000043059","Zfp513","zinc finger protein 513"
"chr5",31220044,31220996,953,"*","SRR11392448_bam_peak_6459",24,".",2.5742,5.96371,2.47239,"Promoter (<=1kb)",5,31202664,31220565,17902,2,"14208","ENSMUST00000202294.3",0,"ENSMUSG00000029147","Ppm1g","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
"chr5",31240568,31241832,1265,"*","SRR11392448_bam_peak_6460",18,".",2.37543,5.16204,1.89491,"Promoter (<=1kb)",5,31240864,31251560,10697,1,"192292","ENSMUST00000202576.3",0,"ENSMUSG00000029148","Nrbp1","nuclear receptor binding protein 1"
"chr5",31290581,31290780,200,"*","SRR11392448_bam_peak_6461",13,".",2.60612,4.44925,1.37925,"Promoter (<=1kb)",5,31275508,31291039,15532,2,"67661","ENSMUST00000201274.1",259,"ENSMUSG00000038564","Ift172","intraflagellar transport 172"
"chr5",31295481,31295747,267,"*","SRR11392448_bam_peak_6462",11,".",2.24559,4.1695,1.18295,"Promoter (<=1kb)",5,31293686,31295433,1748,2,"64339","ENSMUST00000202615.3",-48,"ENSMUSG00000038552","Fndc4","fibronectin type III domain containing 4"
"chr5",31452541,31453112,572,"*","SRR11392448_bam_peak_6463",14,".",2.55015,4.56435,1.46382,"Promoter (<=1kb)",5,31452518,31453425,908,1,"269639","ENSMUST00000201599.1",23,"ENSMUSG00000062761","Zfp512","zinc finger protein 512"
"chr5",31494395,31495020,626,"*","SRR11392448_bam_peak_6464",31,".",2.86609,6.85433,3.11664,"Promoter (<=1kb)",5,31494741,31512904,18164,1,"74254","ENSMUST00000076949.12",0,"ENSMUSG00000064037","Gpn1","GPN-loop GTPase 1"
"chr5",31527170,31527418,249,"*","SRR11392448_bam_peak_6465",26,".",2.79446,6.14324,2.60286,"Promoter (<=1kb)",5,31527012,31554042,27031,1,"20534","ENSMUST00000202950.3",158,"ENSMUSG00000029141","Slc4a1ap","solute carrier family 4 (anion exchanger), member 1, adaptor protein"
"chr5",31613989,31614198,210,"*","SRR11392448_bam_peak_6466",50,".",3.11744,9.45875,5.01823,"Promoter (<=1kb)",5,31614013,31622642,8630,1,"66845","ENSMUST00000201620.1",0,"ENSMUSG00000106918","Mrpl33","mitochondrial ribosomal protein L33"
"chr5",31697402,31698268,867,"*","SRR11392448_bam_peak_6467",20,".",2.4069,5.37293,2.04643,"Promoter (<=1kb)",5,31697684,32084962,387279,1,"107976","ENSMUST00000201352.3",0,"ENSMUSG00000052139","Babam2","BRISC and BRCA1 A complex member 2"
"chr5",32135546,32136575,1030,"*","SRR11392448_bam_peak_6468",23,".",2.72631,5.77156,2.33411,"Promoter (<=1kb)",5,32135801,32157842,22042,1,"14284","ENSMUST00000031017.10",0,"ENSMUSG00000029135","Fosl2","fos-like antigen 2"
"chr5",32459478,32459725,248,"*","SRR11392448_bam_peak_6469",17,".",2.33257,4.90407,1.70938,"Promoter (<=1kb)",5,32459222,32491039,31818,1,"19046","ENSMUST00000202078.1",256,"ENSMUSG00000014956","Ppp1cb","protein phosphatase 1 catalytic subunit beta"
"chr5",32460379,32460652,274,"*","SRR11392448_bam_peak_6470",14,".",2.70473,4.49051,1.41322,"Promoter (1-2kb)",5,32459222,32491039,31818,1,"19046","ENSMUST00000202078.1",1157,"ENSMUSG00000014956","Ppp1cb","protein phosphatase 1 catalytic subunit beta"
"chr5",32610791,32611568,778,"*","SRR11392448_bam_peak_6471",16,".",2.39352,4.80721,1.63941,"Promoter (<=1kb)",5,32611171,32685577,74407,1,"22612","ENSMUST00000202543.3",0,"ENSMUSG00000014932","Yes1","YES proto-oncogene 1, Src family tyrosine kinase"
"chr5",32785218,32785544,327,"*","SRR11392448_bam_peak_6472",15,".",2.28638,4.72472,1.5795,"Promoter (<=1kb)",5,32738864,32785581,46718,2,"320951","ENSMUST00000138360.7",37,"ENSMUSG00000023452","Pisd","phosphatidylserine decarboxylase"
"chr5",32863847,32864084,238,"*","SRR11392448_bam_peak_6473",14,".",2.37593,4.48477,1.40682,"Promoter (<=1kb)",5,32863777,32956298,92522,1,"277854","ENSMUST00000201802.3",70,"ENSMUSG00000037426","Depdc5","DEP domain containing 5"
"chr5",33019652,33019977,326,"*","SRR11392448_bam_peak_6474",12,".",2.25573,4.29506,1.27278,"Promoter (<=1kb)",5,33019761,33026976,7216,1,"22629","ENSMUST00000138261.1",0,"ENSMUSG00000018965","Ywhah","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"
"chr5",33274032,33274966,935,"*","SRR11392448_bam_peak_6475",23,".",2.5665,5.73022,2.30546,"Promoter (<=1kb)",5,33261060,33274579,13520,2,"13016","ENSMUST00000200899.3",0,"ENSMUSG00000037373","Ctbp1","C-terminal binding protein 1"
"chr5",33377942,33378364,423,"*","SRR11392448_bam_peak_6476",18,".",2.36913,5.04076,1.8069,"Promoter (<=1kb)",5,33378549,33410519,31971,1,"71101","ENSMUST00000200682.1",-185,"ENSMUSG00000037355","Uvssa","UV stimulated scaffold protein A"
"chr5",33629170,33629598,429,"*","SRR11392448_bam_peak_6477",36,".",2.93179,7.51657,3.60172,"Promoter (<=1kb)",5,33600356,33629588,29233,2,"74504","ENSMUST00000150033.7",0,"ENSMUSG00000037339","Fam53a","family with sequence similarity 53, member A"
"chr5",33651949,33652595,647,"*","SRR11392448_bam_peak_6478",35,".",2.78204,7.39194,3.50465,"Promoter (<=1kb)",5,33634952,33652345,17394,2,"20492","ENSMUST00000075670.12",0,"ENSMUSG00000004642","Slbp","stem-loop binding protein"
"chr5",33657443,33658335,893,"*","SRR11392448_bam_peak_6479",28,".",2.74253,6.54121,2.89009,"Promoter (<=1kb)",5,33658128,33672201,14074,1,"21335","ENSMUST00000074849.12",0,"ENSMUSG00000037313","Tacc3","transforming, acidic coiled-coil containing protein 3"
"chr5",33759313,33759605,293,"*","SRR11392448_bam_peak_6480",20,".",4.27995,5.33489,2.01986,"Exon (ENSMUST00000131139.2/ENSMUST00000131139.2, exon 1 of 1)",5,33742534,33753562,11029,2,"56384","ENSMUST00000149886.1",-5751,"ENSMUSG00000005299","Letm1","leucine zipper-EF-hand containing transmembrane protein 1"
"chr5",33781997,33782669,673,"*","SRR11392448_bam_peak_6481",21,".",2.46134,5.51056,2.14616,"Promoter (<=1kb)",5,33769363,33782714,13352,2,"56384","ENSMUST00000201981.1",45,"ENSMUSG00000005299","Letm1","leucine zipper-EF-hand containing transmembrane protein 1"
"chr5",33935849,33936189,341,"*","SRR11392448_bam_peak_6482",15,".",2.40595,4.645,1.52284,"Promoter (<=1kb)",5,33919125,33936250,17126,2,"24116","ENSMUST00000132942.1",61,"ENSMUSG00000029111","Nelfa","negative elongation factor complex member A, Whsc2"
"chr5",33983226,33983793,568,"*","SRR11392448_bam_peak_6483",13,".",2.26378,4.34681,1.30764,"Promoter (<=1kb)",5,33983433,33985013,1581,1,"381633","ENSMUST00000094869.11",0,"ENSMUSG00000070858","Nicol1","NELL2 interacting cell ontogeny regulator 1"
"chr5",33997284,33997515,232,"*","SRR11392448_bam_peak_6484",11,".",2.39628,4.19373,1.19793,"Promoter (1-2kb)",5,33995984,34005916,9933,1,"269642","ENSMUST00000056355.8",1300,"ENSMUSG00000048142","Nat8l","N-acetyltransferase 8-like"
"chr5",34169183,34169413,231,"*","SRR11392448_bam_peak_6485",51,".",3.16565,9.6584,5.16089,"Promoter (<=1kb)",5,34007283,34169426,162144,2,"272158","ENSMUST00000202409.1",13,"ENSMUSG00000045102","Poln","DNA polymerase N"
"chr5",34188129,34188457,329,"*","SRR11392448_bam_peak_6486",14,".",2.48968,4.58442,1.47971,"Promoter (<=1kb)",5,34176579,34187720,11142,2,"17122","ENSMUST00000119171.1",-409,"ENSMUSG00000037235","Mxd4","Max dimerization protein 4"
"chr5",34335690,34336015,326,"*","SRR11392448_bam_peak_6487",17,".",2.32177,4.93273,1.72881,"Promoter (<=1kb)",5,34336289,34353439,17151,1,"19822","ENSMUST00000182709.7",-274,"ENSMUSG00000029110","Rnf4","ring finger protein 4"
"chr5",34336508,34337155,648,"*","SRR11392448_bam_peak_6488",19,".",2.55885,5.23828,1.95022,"Promoter (<=1kb)",5,34336685,34350030,13346,1,"19822","ENSMUST00000182583.7",0,"ENSMUSG00000029110","Rnf4","ring finger protein 4"
"chr5",34369283,34369593,311,"*","SRR11392448_bam_peak_6489",12,".",2.4557,4.25715,1.24602,"Promoter (<=1kb)",5,34369933,34486456,116524,1,"231128","ENSMUST00000180376.7",-340,"ENSMUSG00000037210","Fam193a","family with sequence homology 193, member A"
"chr5",34573152,34574220,1069,"*","SRR11392448_bam_peak_6490",25,".",2.47748,6.06953,2.54986,"Promoter (<=1kb)",5,34574151,34574213,63,1,"102466999","ENSMUST00000184791.1",0,"ENSMUSG00000099082","Mir7036b","microRNA 7036b"
"chr5",34761142,34761491,350,"*","SRR11392448_bam_peak_6491",16,".",2.53839,4.75927,1.60491,"Promoter (<=1kb)",5,34761740,34822078,60339,1,"15194","ENSMUST00000148953.7",-249,"ENSMUSG00000029104","Htt","huntingtin"
"chr5",34762058,34762369,312,"*","SRR11392448_bam_peak_6492",25,".",2.50217,6.03295,2.52365,"Promoter (<=1kb)",5,34761761,34814709,52949,1,"15194","ENSMUST00000123755.7",297,"ENSMUSG00000029104","Htt","huntingtin"
"chr5",35105327,35106052,726,"*","SRR11392448_bam_peak_6493",17,".",2.29442,4.89713,1.70471,"Promoter (<=1kb)",5,35091501,35105766,14266,2,"16976","ENSMUST00000030986.14",0,"ENSMUSG00000029103","Lrpap1","low density lipoprotein receptor-related protein associated protein 1"
"chr5",35279294,35279830,537,"*","SRR11392448_bam_peak_6494",16,".",2.8057,4.86775,1.6826,"Promoter (<=1kb)",5,35278319,35281763,3445,1,"11553","ENSMUST00000049545.6",975,"ENSMUSG00000045318","Adra2c","adrenergic receptor, alpha 2c"
"chr5",35574818,35575018,201,"*","SRR11392448_bam_peak_6495",39,".",3.0917,8.04457,3.97726,"Promoter (<=1kb)",5,35572496,35575051,2556,2,"78890","ENSMUST00000145930.1",33,"ENSMUSG00000029097","Trmt44","tRNA methyltransferase 44"
"chr5",35757948,35758654,707,"*","SRR11392448_bam_peak_6496",21,".",2.4701,5.57626,2.19364,"Promoter (<=1kb)",5,35757966,35884466,126501,1,"231148","ENSMUST00000114204.7",0,"ENSMUSG00000029095","Ablim2","actin-binding LIM protein 2"
"chr5",35814509,35814780,272,"*","SRR11392448_bam_peak_6497",19,".",3.57996,5.21781,1.93442,"Promoter (<=1kb)",5,35814440,35833104,18665,1,"231148","ENSMUST00000150146.1",69,"ENSMUSG00000029095","Ablim2","actin-binding LIM protein 2"
"chr5",36465246,36465561,316,"*","SRR11392448_bam_peak_6498",15,".",2.25911,4.71161,1.57053,"Promoter (<=1kb)",5,36464998,36474080,9083,1,"17713","ENSMUST00000031099.3",248,"ENSMUSG00000029198","Grpel1","GrpE-like 1, mitochondrial"
"chr5",36483381,36483948,568,"*","SRR11392448_bam_peak_6499",21,".",2.41118,5.56881,2.18787,"Promoter (<=1kb)",5,36475742,36484112,8371,2,"231151","ENSMUST00000119916.1",164,"ENSMUSG00000029196","Tada2b","transcriptional adaptor 2B"
"chr5",36581627,36582640,1014,"*","SRR11392448_bam_peak_6500",28,".",2.718,6.51215,2.86817,"Promoter (<=1kb)",5,36490604,36581803,91200,2,"100855","ENSMUST00000136189.7",0,"ENSMUSG00000029192","Tbc1d14","TBC1 domain family, member 14"
"chr5",36695280,36695900,621,"*","SRR11392448_bam_peak_6501",24,".",2.67581,5.96912,2.47653,"Promoter (<=1kb)",5,36600485,36695937,95453,2,"320661","ENSMUST00000031091.12",37,"ENSMUSG00000029190","D5Ertd579e","DNA segment, Chr 5, ERATO Doi 579, expressed"
"chr5",36748066,36748643,578,"*","SRR11392448_bam_peak_6502",23,".",2.63944,5.72909,2.30331,"Promoter (<=1kb)",5,36747378,36748650,1273,2,"117197","ENSMUST00000071949.4",7,"ENSMUSG00000060708","Bloc1s4","biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino"
"chr5",36796219,36796684,466,"*","SRR11392448_bam_peak_6503",22,".",2.58511,5.68111,2.26945,"Promoter (<=1kb)",5,36794867,36796772,1906,2,"67568","ENSMUST00000068795.3",88,"ENSMUSG00000055302","Mrfap1","Morf4 family associated protein 1"
"chr5",36830284,36830635,352,"*","SRR11392448_bam_peak_6504",22,".",2.58234,5.70045,2.28259,"Promoter (<=1kb)",5,36806921,36830653,23733,2,"17160","ENSMUST00000031002.9",18,"ENSMUSG00000029119","Man2b2","mannosidase 2, alpha B2"
"chr5",37162915,37163212,298,"*","SRR11392448_bam_peak_6505",23,".",3.46713,5.81787,2.36778,"Exon (ENSMUST00000232332.2/381634, exon 25 of 34)",5,37175490,37229547,54058,1,"381634","ENSMUST00000208827.1",-12278,"ENSMUSG00000117286","Gm1043","predicted gene 1043"
"chr5",37245890,37246719,830,"*","SRR11392448_bam_peak_6506",17,".",2.49997,4.90394,1.70853,"Promoter (<=1kb)",5,37245845,37265554,19710,1,"12933","ENSMUST00000201315.1",45,"ENSMUSG00000029121","Crmp1","collapsin response mediator protein 1"
"chr5",37336490,37336853,364,"*","SRR11392448_bam_peak_6507",18,".",2.91852,5.16632,1.89804,"Promoter (<=1kb)",5,37313269,37336866,23598,2,"59056","ENSMUST00000114148.1",13,"ENSMUSG00000029122","Evc","EvC ciliary complex subunit 1"
"chr5",38038873,38039806,934,"*","SRR11392448_bam_peak_6508",19,".",2.30011,5.28678,1.98589,"Promoter (<=1kb)",5,38039233,38136817,97585,1,"71116","ENSMUST00000031008.12",0,"ENSMUSG00000029125","Stx18","syntaxin 18"
"chr5",38219833,38220769,937,"*","SRR11392448_bam_peak_6509",23,".",2.44089,5.77269,2.33525,"Promoter (<=1kb)",5,38220470,38234306,13837,1,"17089","ENSMUST00000087514.8",0,"ENSMUSG00000067367","Lyar","Ly1 antibody reactive clone"
"chr5",38260168,38260810,643,"*","SRR11392448_bam_peak_6510",16,".",2.31823,4.84056,1.66332,"Promoter (<=1kb)",5,38260185,38269634,9450,1,"66309","ENSMUST00000087511.9",0,"ENSMUSG00000067365","Tmem128","transmembrane protein 128"
"chr5",38684234,38684697,464,"*","SRR11392448_bam_peak_6511",26,".",2.53327,6.1419,2.60078,"Promoter (<=1kb)",5,38668486,38684750,16265,2,"100515","ENSMUST00000057258.10",53,"ENSMUSG00000046572","Zfp518b","zinc finger protein 518B"
